sentence,prediction,ground_true,预测,正确,fold_0_top2,fold_1_top2,fold_2_top2,fold_3_top2,fold_4_top2,fold_5_top2,fold_6_top2,fold_7_top2,fold_8_top2,fold_9_top2
开卡 好好贵 的,24,3,telephone,chat,"('telephone', 'app')","('telephone', 'app')","('telephone', 'app')","('telephone', 'contacts')","('telephone', 'chat')","('app', 'telephone')","('telephone', 'app')","('telephone', 'cookbook')","('telephone', 'app')","('telephone', 'cookbook')"
只有 一点点 吗,3,3,chat,chat,"('chat', 'map')","('chat', 'datetime')","('chat', 'map')","('chat', 'datetime')","('chat', 'datetime')","('chat', 'map')","('chat', 'datetime')","('chat', 'datetime')","('chat', 'map')","('chat', 'map')"
哈工大 的 刘挺 教授 是 谁,3,3,chat,chat,"('chat', 'map')","('chat', 'website')","('chat', 'translation')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'poetry')","('chat', 'map')"
合肥 今天 有 什么 新闻 ， 放 给 我 听听,17,17,news,news,"('news', 'epg')","('news', 'epg')","('news', 'epg')","('news', 'epg')","('news', 'epg')","('news', 'epg')","('news', 'epg')","('news', 'epg')","('news', 'epg')","('news', 'epg')"
打开 uc2 哦,30,0,website,app,"('website', 'app')","('website', 'app')","('website', 'app')","('website', 'app')","('website', 'app')","('website', 'app')","('website', 'app')","('website', 'app')","('website', 'app')","('website', 'app')"
你 会 不断 的 说 好 吗,3,3,chat,chat,"('chat', 'map')","('chat', 'music')","('chat', 'translation')","('chat', 'music')","('chat', 'weather')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'map')"
打开 邮件 ， 看看 有 未 读 的 吗,3,8,chat,email,"('email', 'chat')","('chat', 'app')","('email', 'app')","('chat', 'website')","('chat', 'email')","('chat', 'app')","('chat', 'email')","('chat', 'email')","('chat', 'app')","('chat', 'email')"
秦兵 教授 是 男 的,3,3,chat,chat,"('chat', 'video')","('chat', 'video')","('chat', 'poetry')","('video', 'epg')","('chat', 'video')","('chat', 'epg')","('chat', 'video')","('chat', 'video')","('video', 'chat')","('chat', 'epg')"
事理 图谱 是 你们 做 的 吗,3,3,chat,chat,"('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'cookbook')"
婚礼 上 婆婆 怎么 讲话 好,3,3,chat,chat,"('chat', 'epg')","('chat', 'epg')","('chat', 'translation')","('chat', 'epg')","('chat', 'epg')","('chat', 'video')","('chat', 'music')","('chat', 'epg')","('chat', 'website')","('chat', 'cookbook')"
我 邮箱 里 有 什么 未 读 邮件 ， 我 要 看看,8,8,email,email,"('email', 'app')","('email', 'chat')","('email', 'contacts')","('chat', 'email')","('chat', 'email')","('email', 'chat')","('email', 'music')","('email', 'translation')","('email', 'poetry')","('email', 'chat')"
什么 事儿 啊 你 说,3,3,chat,chat,"('chat', 'cookbook')","('chat', 'epg')","('chat', 'translation')","('chat', 'epg')","('chat', 'translation')","('chat', 'riddle')","('chat', 'epg')","('chat', 'translation')","('chat', 'translation')","('chat', 'translation')"
我 问 你 问题 不许 你 问 我 撤回 傲慢,3,3,chat,chat,"('chat', 'video')","('chat', 'video')","('chat', 'news')","('chat', 'video')","('chat', 'video')","('chat', 'map')","('chat', 'riddle')","('chat', 'video')","('chat', 'website')","('chat', 'email')"
联想 的 董事长,23,3,stock,chat,"('stock', 'app')","('stock', 'app')","('stock', 'website')","('stock', 'app')","('stock', 'website')","('stock', 'app')","('stock', 'website')","('stock', 'website')","('stock', 'app')","('stock', 'app')"
随便 来 几 个 谜语 吧 ， 要 简单 容易 猜 的,21,21,riddle,riddle,"('riddle', 'music')","('riddle', 'poetry')","('riddle', 'novel')","('riddle', 'music')","('riddle', 'train')","('riddle', 'music')","('riddle', 'news')","('riddle', 'app')","('riddle', 'datetime')","('riddle', 'lottery')"
帮 我 查 下科 大讯飞 这 支 股票 ， 它 的 换手率 是 多少,23,23,stock,stock,"('stock', 'chat')","('stock', 'music')","('stock', 'chat')","('stock', 'riddle')","('stock', 'chat')","('stock', 'chat')","('stock', 'music')","('stock', 'music')","('stock', 'train')","('stock', 'map')"
双方 还 达成,3,3,chat,chat,"('chat', 'app')","('chat', 'video')","('chat', 'match')","('chat', 'app')","('chat', 'app')","('chat', 'website')","('chat', 'website')","('app', 'chat')","('chat', 'website')","('chat', 'email')"
根号 3 的 倒数,2,2,calc,calc,"('calc', 'radio')","('calc', 'website')","('calc', 'app')","('calc', 'datetime')","('calc', 'datetime')","('calc', 'lottery')","('calc', 'datetime')","('calc', 'video')","('calc', 'epg')","('calc', 'tvchannel')"
4 乘 6 然后 再 乘 7 再 除 以 2,2,2,calc,calc,"('calc', 'radio')","('calc', 'schedule')","('calc', 'schedule')","('calc', 'riddle')","('calc', 'schedule')","('calc', 'schedule')","('calc', 'radio')","('calc', 'schedule')","('calc', 'schedule')","('calc', 'bus')"
我 要 跟 你 结婚,3,3,chat,chat,"('chat', 'video')","('chat', 'video')","('chat', 'music')","('chat', 'music')","('chat', 'website')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'app')","('chat', 'email')"
我 睡 不 着 了,3,3,chat,chat,"('chat', 'weather')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')"
他 说 他 是 不 是 逗 我 玩 的,3,3,chat,chat,"('chat', 'lottery')","('chat', 'app')","('chat', 'news')","('chat', 'video')","('chat', 'stock')","('chat', 'map')","('chat', 'website')","('chat', 'music')","('chat', 'app')","('chat', 'map')"
小 鹿 姐姐 主持 的 动画 梦工厂 ， 最近 放 啥 动画片 呢,28,9,video,epg,"('video', 'epg')","('video', 'cinemas')","('video', 'cinemas')","('video', 'epg')","('video', 'epg')","('video', 'epg')","('video', 'epg')","('video', 'cinemas')","('video', 'epg')","('video', 'cinemas')"
你 这 定位 也 太 不准 了,3,3,chat,chat,"('chat', 'map')","('chat', 'tvchannel')","('chat', 'map')","('chat', 'music')","('chat', 'datetime')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')"
患 上 癌症 能 怎么办 ， 可以 保守 治疗 吗,11,11,health,health,"('health', 'epg')","('health', 'chat')","('health', 'chat')","('health', 'chat')","('health', 'epg')","('health', 'chat')","('health', 'weather')","('health', 'chat')","('health', 'chat')","('health', 'chat')"
能 不 能 让 用户 参与 开发,3,3,chat,chat,"('chat', 'lottery')","('chat', 'app')","('chat', 'app')","('chat', 'website')","('chat', 'app')","('chat', 'lottery')","('chat', 'radio')","('chat', 'app')","('chat', 'app')","('chat', 'app')"
你 知道 五谷磨房 吗,3,3,chat,chat,"('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'news')","('chat', 'music')","('chat', 'cookbook')","('chat', 'map')","('chat', 'weather')","('chat', 'cookbook')","('chat', 'video')","('chat', 'map')"
我 想 看 恐怖片 ， 给 我 推荐点 超级 吓人 的 那种 恐怖片,28,28,video,video,"('video', 'chat')","('video', 'chat')","('video', 'cinemas')","('video', 'chat')","('video', 'epg')","('video', 'chat')","('video', 'cinemas')","('video', 'cinemas')","('video', 'cinemas')","('video', 'cinemas')"
你 很 有 正 能量,3,3,chat,chat,"('chat', 'video')","('chat', 'video')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'video')"
你 不 说 人 话,3,3,chat,chat,"('chat', 'translation')","('chat', 'video')","('chat', 'translation')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'translation')","('chat', 'riddle')"
那 给 我 介绍 一个 呗,3,3,chat,chat,"('chat', 'telephone')","('chat', 'telephone')","('chat', 'riddle')","('chat', 'video')","('chat', 'telephone')","('chat', 'riddle')","('chat', 'contacts')","('chat', 'video')","('chat', 'telephone')","('chat', 'riddle')"
你 很 厉害 你 咋 知道 我 跟 开封 有 联系,3,3,chat,chat,"('chat', 'telephone')","('chat', 'app')","('chat', 'translation')","('chat', 'video')","('chat', 'stock')","('chat', 'map')","('chat', 'contacts')","('chat', 'app')","('chat', 'app')","('chat', 'map')"
北京 的 房价 太 高 怎么办,3,3,chat,chat,"('chat', 'health')","('chat', 'health')","('chat', 'health')","('chat', 'health')","('chat', 'stock')","('chat', 'stock')","('chat', 'stock')","('chat', 'stock')","('chat', 'health')","('chat', 'health')"
人 之 初,3,19,chat,poetry,"('chat', 'video')","('chat', 'poetry')","('chat', 'poetry')","('chat', 'poetry')","('chat', 'poetry')","('chat', 'website')","('chat', 'poetry')","('chat', 'video')","('chat', 'poetry')","('chat', 'poetry')"
以后 叫 你 蠢蠢,3,3,chat,chat,"('chat', 'schedule')","('chat', 'schedule')","('chat', 'schedule')","('chat', 'schedule')","('chat', 'schedule')","('chat', 'music')","('chat', 'schedule')","('chat', 'schedule')","('chat', 'schedule')","('chat', 'schedule')"
性 行为 对 人 的 身体 有 什么 好处 呢,3,11,chat,health,"('chat', 'health')","('chat', 'health')","('chat', 'news')","('chat', 'health')","('chat', 'health')","('chat', 'health')","('chat', 'message')","('chat', 'health')","('chat', 'health')","('chat', 'health')"
你 懂 的 好多 丫,3,3,chat,chat,"('chat', 'video')","('chat', 'music')","('chat', 'email')","('chat', 'video')","('chat', 'music')","('chat', 'map')","('chat', 'music')","('chat', 'music')","('chat', 'app')","('chat', 'email')"
搜索 一下 ， 上 一 周 安徽 卫视 播放 的 电视剧 有 哪些,9,9,epg,epg,"('epg', 'video')","('epg', 'cinemas')","('epg', 'cinemas')","('epg', 'cinemas')","('epg', 'video')","('epg', 'cinemas')","('epg', 'cinemas')","('epg', 'cinemas')","('epg', 'music')","('epg', 'schedule')"
你 会 韩语 吗 ？ 可以 用 韩语 帮 我 翻译 我 爱 你 这 句 话 吗,26,26,translation,translation,"('translation', 'chat')","('chat', 'translation')","('translation', 'chat')","('translation', 'music')","('chat', 'translation')","('chat', 'translation')","('translation', 'chat')","('translation', 'chat')","('translation', 'video')","('translation', 'chat')"
太 冷 了,3,3,chat,chat,"('chat', 'weather')","('chat', 'weather')","('chat', 'weather')","('chat', 'weather')","('chat', 'weather')","('chat', 'weather')","('chat', 'weather')","('chat', 'weather')","('chat', 'weather')","('chat', 'weather')"
我 今天 不 高兴,3,3,chat,chat,"('chat', 'epg')","('chat', 'epg')","('chat', 'weather')","('chat', 'epg')","('chat', 'weather')","('chat', 'weather')","('chat', 'datetime')","('chat', 'weather')","('chat', 'website')","('chat', 'website')"
看 下 日历 ， 劳动节 还有 几 个 星期 就 到 了,7,7,datetime,datetime,"('chat', 'schedule')","('datetime', 'lottery')","('datetime', 'riddle')","('datetime', 'riddle')","('datetime', 'chat')","('datetime', 'lottery')","('datetime', 'lottery')","('datetime', 'schedule')","('datetime', 'riddle')","('datetime', 'chat')"
到 上海 坐 汽车 怎么 走 啊,13,1,map,bus,"('bus', 'map')","('map', 'bus')","('bus', 'map')","('map', 'bus')","('map', 'bus')","('map', 'bus')","('map', 'bus')","('map', 'bus')","('bus', 'map')","('map', 'bus')"
不 想 玩 游戏 ， 把 王者 荣耀 卸 载 掉 吧,0,0,app,app,"('app', 'website')","('chat', 'music')","('novel', 'app')","('app', 'music')","('app', 'website')","('app', 'chat')","('app', 'music')","('music', 'app')","('app', 'website')","('app', 'chat')"
事情 真的 很多,3,3,chat,chat,"('chat', 'cookbook')","('chat', 'music')","('chat', 'news')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'map')"
你 会 说 葡萄牙语 吗 ？ 帮 我 把 今天 好 热 翻译 成 葡萄牙语,26,26,translation,translation,"('translation', 'novel')","('translation', 'chat')","('translation', 'flight')","('translation', 'poetry')","('translation', 'radio')","('translation', 'schedule')","('translation', 'app')","('translation', 'email')","('translation', 'match')","('translation', 'chat')"
你 喜欢 些 什么 东西,3,3,chat,chat,"('chat', 'datetime')","('chat', 'music')","('chat', 'news')","('chat', 'music')","('chat', 'stock')","('chat', 'map')","('chat', 'map')","('chat', 'music')","('chat', 'app')","('chat', 'map')"
三 个 木 是 什么 字,3,3,chat,chat,"('chat', 'riddle')","('chat', 'datetime')","('chat', 'poetry')","('chat', 'riddle')","('chat', 'datetime')","('chat', 'riddle')","('chat', 'translation')","('chat', 'datetime')","('chat', 'datetime')","('chat', 'riddle')"
介绍 一下 你 吧,3,3,chat,chat,"('chat', 'video')","('chat', 'video')","('chat', 'video')","('chat', 'video')","('chat', 'music')","('chat', 'video')","('chat', 'video')","('chat', 'video')","('chat', 'video')","('chat', 'cookbook')"
你 看 一 下 手表 ， 看看 还有 多少 分 就 到 中午 12点 了,3,7,chat,datetime,"('chat', 'video')","('video', 'chat')","('datetime', 'map')","('epg', 'datetime')","('chat', 'datetime')","('chat', 'datetime')","('datetime', 'chat')","('datetime', 'video')","('datetime', 'epg')","('chat', 'datetime')"
没 人 说 我 傻,3,3,chat,chat,"('chat', 'translation')","('chat', 'app')","('chat', 'news')","('chat', 'video')","('chat', 'video')","('chat', 'map')","('chat', 'translation')","('chat', 'video')","('chat', 'video')","('chat', 'translation')"
踢 足球 呢,3,3,chat,chat,"('chat', 'match')","('chat', 'match')","('match', 'chat')","('chat', 'match')","('chat', 'match')","('match', 'chat')","('chat', 'match')","('chat', 'match')","('chat', 'match')","('chat', 'match')"
我 富 得 流油,3,3,chat,chat,"('chat', 'tvchannel')","('chat', 'tvchannel')","('chat', 'tvchannel')","('chat', 'video')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'video')","('chat', 'video')","('chat', 'app')"
我 想 知道 端午节 是 什么 时候 ， 帮 我 看 下 日历,9,7,epg,datetime,"('epg', 'tvchannel')","('epg', 'video')","('app', 'video')","('epg', 'video')","('epg', 'app')","('schedule', 'video')","('datetime', 'tvchannel')","('schedule', 'datetime')","('epg', 'datetime')","('datetime', 'schedule')"
太 有才 了,3,3,chat,chat,"('chat', 'telephone')","('chat', 'cookbook')","('chat', 'video')","('chat', 'video')","('chat', 'video')","('chat', 'music')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'cookbook')"
是的 朝 起 晚 落 不 休止,9,3,epg,chat,"('epg', 'chat')","('epg', 'poetry')","('epg', 'poetry')","('epg', 'poetry')","('epg', 'chat')","('epg', 'map')","('epg', 'poetry')","('epg', 'chat')","('poetry', 'epg')","('epg', 'poetry')"
王后 是 谁,3,3,chat,chat,"('chat', 'map')","('chat', 'epg')","('chat', 'epg')","('chat', 'epg')","('chat', 'datetime')","('chat', 'epg')","('chat', 'music')","('chat', 'video')","('chat', 'map')","('chat', 'map')"
王者 荣耀 有 什么 装备,3,3,chat,chat,"('chat', 'app')","('chat', 'epg')","('chat', 'novel')","('chat', 'epg')","('chat', 'website')","('chat', 'epg')","('chat', 'website')","('chat', 'app')","('chat', 'app')","('chat', 'app')"
请 喵喵 叫 给 我 听,24,3,telephone,chat,"('telephone', 'chat')","('telephone', 'chat')","('telephone', 'music')","('message', 'telephone')","('telephone', 'radio')","('telephone', 'music')","('telephone', 'message')","('telephone', 'music')","('telephone', 'schedule')","('telephone', 'music')"
刚才 没有 接到 李建 的 电话 ， 我 要 回 拨 个 电话 给 他,24,24,telephone,telephone,"('telephone', 'contacts')","('contacts', 'telephone')","('contacts', 'telephone')","('contacts', 'message')","('telephone', 'contacts')","('telephone', 'contacts')","('telephone', 'contacts')","('contacts', 'telephone')","('telephone', 'contacts')","('contacts', 'telephone')"
去 广州 的话 ， 怎么 坐 汽车 过去,1,1,bus,bus,"('bus', 'chat')","('bus', 'chat')","('bus', 'chat')","('bus', 'chat')","('bus', 'chat')","('bus', 'chat')","('bus', 'message')","('bus', 'chat')","('bus', 'poetry')","('bus', 'chat')"
我 想 去 杭州 旅游,13,3,map,chat,"('map', 'tvchannel')","('map', 'tvchannel')","('map', 'tvchannel')","('map', 'tvchannel')","('map', 'tvchannel')","('map', 'tvchannel')","('map', 'tvchannel')","('map', 'tvchannel')","('map', 'tvchannel')","('map', 'tvchannel')"
你 老 了 吗,3,3,chat,chat,"('chat', 'cookbook')","('chat', 'music')","('chat', 'news')","('chat', 'music')","('chat', 'stock')","('chat', 'map')","('chat', 'cookbook')","('chat', 'music')","('chat', 'music')","('chat', 'map')"
听 过 了,16,3,music,chat,"('chat', 'music')","('music', 'chat')","('music', 'chat')","('music', 'chat')","('chat', 'music')","('music', 'chat')","('music', 'chat')","('music', 'chat')","('chat', 'music')","('music', 'chat')"
不 是 说 你,3,3,chat,chat,"('chat', 'translation')","('chat', 'music')","('chat', 'translation')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'music')","('chat', 'email')"
我 想 减肥 你 还 让 我 吃,3,3,chat,chat,"('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'music')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'schedule')","('chat', 'cookbook')"
有 没 有 张三 的 号码 ， 我 找 他 有事,3,5,chat,contacts,"('contacts', 'app')","('chat', 'contacts')","('contacts', 'music')","('chat', 'contacts')","('chat', 'music')","('chat', 'music')","('contacts', 'chat')","('music', 'app')","('chat', 'music')","('contacts', 'music')"
你 算 一下 立方 根 ， 8 的 立方根,2,2,calc,calc,"('calc', 'chat')","('calc', 'chat')","('calc', 'chat')","('calc', 'riddle')","('calc', 'chat')","('calc', 'chat')","('calc', 'chat')","('calc', 'chat')","('calc', 'chat')","('calc', 'chat')"
王松爱 杨扬 全世界 都 知道,3,3,chat,chat,"('contacts', 'epg')","('chat', 'cookbook')","('telephone', 'contacts')","('music', 'chat')","('chat', 'epg')","('chat', 'telephone')","('epg', 'cookbook')","('telephone', 'contacts')","('chat', 'telephone')","('telephone', 'map')"
我 要 听 体育 新闻 ， 是 关于 欧洲杯 的,17,17,news,news,"('news', 'novel')","('news', 'match')","('news', 'match')","('news', 'video')","('news', 'match')","('news', 'match')","('news', 'match')","('news', 'match')","('news', 'match')","('news', 'stock')"
我 要 看 彭 于晏 的 电影 ， 帮 我 买 两 张 湄公河 行动 电影票 吧,28,4,video,cinemas,"('video', 'chat')","('video', 'cinemas')","('video', 'cinemas')","('cinemas', 'video')","('video', 'cinemas')","('cinemas', 'video')","('cinemas', 'video')","('video', 'cinemas')","('video', 'cinemas')","('video', 'cinemas')"
偷笑 偷笑 偷笑 偷笑 偷笑 偷笑 偷笑 偷笑 偷笑 偷笑,3,3,chat,chat,"('chat', 'video')","('chat', 'music')","('chat', 'stock')","('chat', 'music')","('chat', 'stock')","('chat', 'video')","('music', 'chat')","('chat', 'music')","('chat', 'video')","('music', 'chat')"
我 的 锅 被 搜 走 了,3,3,chat,chat,"('chat', 'map')","('chat', 'map')","('map', 'website')","('map', 'chat')","('chat', 'map')","('chat', 'map')","('map', 'chat')","('chat', 'map')","('chat', 'map')","('map', 'music')"
可以 帮 我 把 没有 回复 的 邮件 回复 下 吗,8,8,email,email,"('email', 'contacts')","('chat', 'email')","('email', 'contacts')","('email', 'chat')","('email', 'chat')","('email', 'chat')","('email', 'contacts')","('email', 'music')","('email', 'poetry')","('email', 'chat')"
万达 影城 这 几 天 上映 了 什么 电影 ， 有 科幻片 的 吗,4,4,cinemas,cinemas,"('cinemas', 'epg')","('cinemas', 'chat')","('cinemas', 'video')","('cinemas', 'translation')","('cinemas', 'epg')","('cinemas', 'video')","('cinemas', 'video')","('cinemas', 'video')","('cinemas', 'chat')","('epg', 'cinemas')"
你 知道 苏州 有 什么 好吃 的 吗,3,6,chat,cookbook,"('chat', 'cookbook')","('chat', 'epg')","('chat', 'translation')","('chat', 'cookbook')","('chat', 'cookbook')","('chat', 'map')","('chat', 'map')","('chat', 'weather')","('chat', 'map')","('chat', 'map')"
我 想 听 财经 类 的 广播 ， 帮 我 调 一下,20,20,radio,radio,"('radio', 'cookbook')","('radio', 'music')","('radio', 'music')","('music', 'radio')","('radio', 'music')","('radio', 'music')","('music', 'radio')","('radio', 'music')","('radio', 'music')","('music', 'radio')"
我 要 出去 旅游 ， 帮 我 进入 携程 旅行 官网,30,30,website,website,"('website', 'map')","('website', 'tvchannel')","('website', 'novel')","('website', 'app')","('website', 'app')","('website', 'flight')","('website', 'app')","('website', 'email')","('website', 'email')","('website', 'tvchannel')"
你 会 把 中文 翻译 成 韩语 吗 ？ 喜欢 你 用 韩语 怎么 说,26,26,translation,translation,"('translation', 'message')","('translation', 'chat')","('translation', 'flight')","('translation', 'health')","('translation', 'cookbook')","('translation', 'chat')","('translation', 'cinemas')","('translation', 'email')","('translation', 'video')","('translation', 'chat')"
2点 半夜 鸡 叫 什么 了 不少 钱包,3,3,chat,chat,"('chat', 'map')","('chat', 'cookbook')","('chat', 'cookbook')","('schedule', 'chat')","('chat', 'map')","('chat', 'map')","('chat', 'app')","('chat', 'schedule')","('chat', 'schedule')","('chat', 'schedule')"
帮 我 打开 无线电台 广播 ， 打开 调频 96.3,20,20,radio,radio,"('radio', 'app')","('radio', 'app')","('radio', 'app')","('radio', 'app')","('app', 'radio')","('radio', 'app')","('radio', 'app')","('radio', 'app')","('radio', 'app')","('radio', 'app')"
帮 我 写 封 邮件 给 小红 ， 约 她 明天 一起 逛街,8,8,email,email,"('email', 'message')","('email', 'message')","('email', 'message')","('message', 'email')","('email', 'chat')","('email', 'schedule')","('email', 'message')","('email', 'message')","('email', 'schedule')","('email', 'message')"
想 坐 汽车 去 上海 ， 你 帮 我 买 两 张 汽车票 吧,3,1,chat,bus,"('chat', 'lottery')","('chat', 'app')","('train', 'bus')","('chat', 'music')","('chat', 'bus')","('chat', 'train')","('chat', 'bus')","('chat', 'music')","('train', 'website')","('train', 'chat')"
你 出 个 谜语 ， 看 我 猜 的 对 不 对,21,21,riddle,riddle,"('riddle', 'chat')","('riddle', 'poetry')","('riddle', 'novel')","('riddle', 'chat')","('riddle', 'chat')","('riddle', 'chat')","('riddle', 'chat')","('riddle', 'chat')","('riddle', 'chat')","('riddle', 'chat')"
世界杯 开球 时间 是 多少 ， 能 帮 我 查 一下 吗,14,14,match,match,"('match', 'message')","('chat', 'match')","('match', 'chat')","('datetime', 'match')","('chat', 'match')","('chat', 'match')","('match', 'datetime')","('match', 'datetime')","('match', 'datetime')","('chat', 'match')"
几 8 痒,3,3,chat,chat,"('chat', 'calc')","('chat', 'calc')","('chat', 'calc')","('chat', 'calc')","('chat', 'datetime')","('chat', 'calc')","('chat', 'calc')","('chat', 'calc')","('chat', 'calc')","('chat', 'calc')"
你 的 梦想 是 干嘛,3,3,chat,chat,"('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'map')","('chat', 'music')","('chat', 'map')","('chat', 'map')"
我 想 看 头号 玩家 ， 可以 帮 我 订 三 张 票 吗,3,4,chat,cinemas,"('chat', 'lottery')","('chat', 'app')","('chat', 'video')","('chat', 'train')","('chat', 'lottery')","('chat', 'lottery')","('chat', 'video')","('chat', 'music')","('chat', 'lottery')","('chat', 'train')"
我 想 看看 有 那些 短信 未 读 ， 给 我 把 短信 打开 吧,15,15,message,message,"('message', 'email')","('message', 'email')","('message', 'email')","('message', 'music')","('message', 'email')","('message', 'email')","('message', 'contacts')","('message', 'app')","('message', 'poetry')","('message', 'contacts')"
什么 目前 呀,3,3,chat,chat,"('chat', 'epg')","('chat', 'epg')","('chat', 'epg')","('chat', 'epg')","('chat', 'epg')","('chat', 'epg')","('chat', 'epg')","('chat', 'epg')","('chat', 'epg')","('chat', 'epg')"
怎么 事儿 呢 你 这么 智慧 醒 了 还 能 有 什么 事儿 呢 我 想 什么 时候 两 部 找 你 吧,3,3,chat,chat,"('chat', 'epg')","('chat', 'epg')","('chat', 'news')","('chat', 'epg')","('chat', 'stock')","('chat', 'map')","('chat', 'epg')","('chat', 'music')","('chat', 'translation')","('chat', 'email')"
放 首 歌 给 我 听听 ， 有 怀旧 的 歌曲 吗,16,16,music,music,"('music', 'poetry')","('music', 'epg')","('music', 'poetry')","('music', 'train')","('music', 'poetry')","('music', 'chat')","('music', 'cinemas')","('music', 'app')","('music', 'match')","('music', 'radio')"
